product_id,product_name,product_category,subcategory,brand_name,price,available_stock,rating,is_active,launch_date,discount_eligible,avg_shipping_cost,product_weight_kg
P1497,Hair Oil,beauty,haircare,Zenith,19.97,265,1.49,yes,2023-03-11,yes,4.94,0.25
P1498,Fruit Juice,groceries,snacks,Natura,15.86,109,2.6,yes,2023-08-31,yes,18.3,1.12
P1499,Shampoo Pack,beauty,skincare,Nova,44.47,365,1.31,yes,2023-08-09,yes,22.59,0.27
P1500,Rubik's Cube,toys,puzzles,Zenith,43.5,779,2.61,yes,2024-01-18,yes,11.16,1.18
P1501,Instant Coffee,groceries,beverages,UrbanEdge,3.21,634,2.61,yes,2024-02-06,no,8.64,2.53
P1502,Bluetooth Earbuds,electronics,audio,Optima,454.59,131,1.45,yes,2024-10-18,yes,1.41,1.12
P1503,Storage Rack,home_decor,lighting,Optima,190.08,740,2.94,no,2024-04-26,yes,3.64,3.93
P1504,Face Serum,beauty,haircare,PixelHaus,22.28,828,1.69,yes,2023-11-15,yes,6.83,0.47
P1505,Lipstick Set,beauty,haircare,Verve,43.86,81,4.66,yes,2024-02-28,no,4.08,0.48
P1506,Smartphone,electronics,camera,Verve,379.64,42,3.2,yes,2024-09-27,no,17.47,2.35
P1507,Board Game,toys,puzzles,PlaySphere,61.15,421,4.73,yes,2023-01-16,yes,2.89,0.5
P1508,Bluetooth Earbuds,electronics,camera,Acme,351.8,963,2.49,no,2024-10-08,yes,22.87,2.25
P1509,LED Desk Lamp,home_decor,storage,Acme,48.71,328,3.9,yes,2024-10-04,no,5.88,2.67
P1510,Fruit Juice,groceries,household,PlaySphere,12.88,930,1.05,no,2024-08-08,no,16.6,2.03
P1511,Bluetooth Earbuds,electronics,mobile,Nova,330.86,856,4.74,yes,2024-03-07,yes,11.7,2.03
P1512,Decorative Vase,home_decor,furniture,UrbanEdge,86.19,516,3.99,yes,2023-10-22,no,0.3,1.76
P1513,LED Desk Lamp,home_decor,storage,PlaySphere,74.21,912,2.9,yes,2025-01-28,no,5.17,1.52
P1514,LED Desk Lamp,home_decor,furniture,UrbanEdge,125.45,788,2.99,yes,2024-01-29,no,8.48,4.01
P1515,Fruit Juice,groceries,household,Optima,28.88,375,4.89,yes,2023-01-17,no,17.75,1.01
P1516,Stuffed Animal,toys,action_figures,UrbanEdge,62.37,931,4.29,yes,2024-09-06,no,21.25,1.96
P1517,Decorative Vase,home_decor,storage,Verve,90.11,987,2.91,yes,2023-03-06,no,21.46,4.9
P1518,Leather Jacket,fashion,men_shirts,UrbanEdge,94.83,666,3.65,yes,2024-11-28,no,24.6,0.44
P1519,Cotton Shirt,fashion,men_shirts,PixelHaus,68.3,34,4.79,yes,2023-07-20,no,17.77,0.31
P1520,Denim Jeans,fashion,women_dresses,GlowCo,69.12,936,1.84,yes,2023-12-13,no,7.22,0.59
P1521,Noise Cancelling Headphones,electronics,camera,GlowCo,221.03,223,3.79,yes,2023-04-20,no,22.88,1.8
P1522,Casual Dress,fashion,footwear,Zenith,129.63,606,2.48,yes,2023-06-27,no,21.33,0.66
P1523,Organic Oats,groceries,beverages,Verve,40.24,868,3.06,yes,2023-06-29,no,4.89,1.34
P1524,Wall Art Frame,home_decor,storage,GlowCo,106.44,907,1.67,yes,2023-09-04,yes,1.25,2.61
P1525,Organic Oats,groceries,snacks,Acme,21.66,440,2.91,yes,2025-01-28,no,14.08,1.72
P1526,Organic Oats,groceries,household,PixelHaus,36.56,534,4.2,no,2023-04-14,no,18.67,2.49
P1527,Shampoo Pack,beauty,haircare,PixelHaus,61.78,161,2.98,no,2023-10-12,yes,18.16,0.85
P1528,Smartphone,electronics,laptop,UrbanEdge,102.68,542,4.7,yes,2024-05-23,no,1.2,2.06
P1529,Portable Speaker,electronics,audio,PixelHaus,434.17,768,4.78,yes,2023-09-17,no,3.61,0.82
P1530,LED Desk Lamp,home_decor,furniture,UrbanEdge,78.12,645,2.12,yes,2024-02-03,no,11.93,2.43
P1531,Lipstick Set,beauty,haircare,Zenith,29.21,684,1.98,yes,2024-09-10,yes,21.01,0.92
P1532,Noise Cancelling Headphones,electronics,camera,Verve,451.25,133,2.26,yes,2024-03-18,no,8.07,0.85
P1533,Casual Dress,fashion,women_dresses,UrbanEdge,137.23,895,4.95,yes,2024-03-20,no,21.69,0.46
P1534,Dish Soap,groceries,household,UrbanEdge,4.43,92,3.89,yes,2024-03-18,yes,8.9,1.89
P1535,Casual Dress,fashion,men_shirts,Acme,31.25,198,4.24,yes,2024-02-11,yes,3.81,0.76
P1536,Formal Shoes,fashion,footwear,Optima,82.51,378,2.72,yes,2023-06-18,yes,24.86,0.31
P1537,Wall Art Frame,home_decor,lighting,Acme,42.76,549,4.34,yes,2023-07-05,no,1.68,3.67
P1538,Noise Cancelling Headphones,electronics,audio,PlaySphere,496.38,93,4.97,no,2024-09-05,no,24.81,1.18
P1539,Decorative Vase,home_decor,furniture,PixelHaus,194.71,817,3.06,yes,2023-11-10,no,17.97,1.12
P1540,Stuffed Animal,toys,educational,Natura,72.05,955,3.69,yes,2023-05-15,yes,24.8,0.28
P1541,Stuffed Animal,toys,puzzles,Acme,15.38,850,3.34,yes,2025-02-12,yes,6.5,0.84
P1542,Noise Cancelling Headphones,electronics,mobile,Nova,449.52,734,4.68,yes,2023-11-08,no,13.83,2.61
P1543,Formal Shoes,fashion,men_shirts,Optima,106.48,139,4.6,yes,2023-07-17,no,18.31,0.35
P1544,Formal Shoes,fashion,women_dresses,Zenith,133.55,341,1.1,yes,2023-02-25,no,4.7,0.31
P1545,Action Figure,toys,educational,Acme,30.43,986,3.26,yes,2024-12-29,yes,0.09,1.31
P1546,Stuffed Animal,toys,educational,Natura,26.36,511,4.24,no,2025-01-13,yes,1.36,0.51
P1547,Lego Set,toys,action_figures,Acme,30.56,501,1.99,yes,2023-06-19,yes,2.77,0.39
P1548,Instant Coffee,groceries,snacks,Acme,15.33,933,3.86,yes,2023-06-23,yes,9.58,2.99
P1549,Wooden Bookshelf,home_decor,lighting,PixelHaus,128.04,845,1.86,yes,2023-12-22,yes,12.13,3.73
P1550,Smartphone,electronics,laptop,UrbanEdge,154.27,659,1.23,yes,2023-03-01,no,21.65,0.72
P1551,Wooden Bookshelf,home_decor,furniture,UrbanEdge,183.4,213,2.28,yes,2024-08-25,no,5.47,1.72
P1552,Bluetooth Earbuds,electronics,audio,Natura,467.99,794,4.4,yes,2023-10-14,no,15.76,1.15
P1553,Fruit Juice,groceries,snacks,Nova,16.48,154,1.66,no,2023-05-10,no,1.35,1.43
P1554,Action Figure,toys,educational,Natura,88.42,538,3.47,yes,2023-04-15,no,12.48,1.65
P1555,Formal Shoes,fashion,men_shirts,Optima,122.95,198,3.87,yes,2024-01-11,no,7.77,0.82
P1556,Denim Jeans,fashion,footwear,GlowCo,98.17,595,3.25,yes,2024-11-08,yes,14.06,0.71
P1557,Dish Soap,groceries,household,PixelHaus,9.23,977,1.66,yes,2024-07-30,no,12.8,1.77
P1558,Wireless Mouse,electronics,audio,Optima,429.42,449,2.97,yes,2024-11-11,yes,10.65,1.59
P1559,Casual Dress,fashion,women_dresses,PlaySphere,58.51,784,4.29,yes,2023-08-10,no,11.46,0.55
P1560,Leather Jacket,fashion,women_dresses,Nova,91.55,799,4.12,yes,2024-11-17,no,11.61,0.33
P1561,Fruit Juice,groceries,snacks,Optima,2.03,20,1.7,yes,2023-03-05,no,24.59,1.57
P1562,Wooden Bookshelf,home_decor,lighting,Verve,156.76,798,2.09,yes,2025-02-21,no,20.65,3.14
P1563,Face Serum,beauty,makeup,Zenith,67.71,364,1.18,yes,2023-10-21,yes,22.64,0.2
P1564,Storage Rack,home_decor,lighting,Nova,117.06,452,2.92,yes,2023-11-23,yes,22.41,4.96
P1565,Action Figure,toys,action_figures,Verve,42.05,312,1.03,yes,2024-05-08,no,13.26,1.89
P1566,Noise Cancelling Headphones,electronics,mobile,UrbanEdge,138.11,724,3.5,yes,2023-03-09,no,1.09,1.18
P1567,Hair Oil,beauty,haircare,PixelHaus,17.46,900,4.58,yes,2023-01-23,no,12.86,0.16
P1568,Formal Shoes,fashion,women_dresses,Verve,84.9,556,3.26,yes,2023-08-26,no,20.86,0.34
P1569,LED Desk Lamp,home_decor,lighting,Verve,115.78,295,4.89,yes,2024-06-14,no,12.26,4.38
P1570,Wireless Mouse,electronics,laptop,Nova,126.58,85,2.54,yes,2024-01-25,no,2.95,1.52
P1571,Fruit Juice,groceries,beverages,PixelHaus,29.42,978,2.51,yes,2023-09-30,no,7.2,2.91
P1572,Action Figure,toys,puzzles,Nova,39.52,226,1.09,yes,2024-06-27,yes,16.55,1.88
P1573,Rubik's Cube,toys,educational,Nova,75.37,81,1.34,yes,2024-12-18,yes,12.9,0.99
P1574,Face Serum,beauty,skincare,Acme,78.0,172,3.65,yes,2023-11-08,yes,21.74,0.33
P1575,Lego Set,toys,action_figures,Acme,47.13,481,1.43,yes,2023-03-29,no,18.33,1.96
P1576,Storage Rack,home_decor,lighting,Acme,34.78,770,3.49,yes,2024-08-30,yes,18.38,4.94
P1577,Storage Rack,home_decor,furniture,Natura,122.92,36,4.49,yes,2024-08-13,no,8.95,3.57
P1578,Shampoo Pack,beauty,skincare,Nova,51.4,692,3.75,yes,2023-08-26,no,24.76,0.59
P1579,Leather Jacket,fashion,footwear,Optima,65.93,32,1.68,yes,2024-03-29,yes,19.62,0.53
P1580,Action Figure,toys,action_figures,UrbanEdge,79.94,408,2.29,no,2025-02-24,yes,19.12,1.33
P1581,Wooden Bookshelf,home_decor,lighting,Natura,75.86,257,1.24,yes,2023-04-09,no,12.58,3.71
P1582,Formal Shoes,fashion,women_dresses,Acme,97.85,118,4.16,yes,2023-12-16,no,17.27,0.25
P1583,Leather Jacket,fashion,women_dresses,Zenith,120.44,98,1.31,yes,2023-10-13,no,18.17,0.41
P1584,Dish Soap,groceries,snacks,PlaySphere,37.52,427,1.25,yes,2023-10-29,no,22.88,2.48
P1585,Wall Art Frame,home_decor,furniture,Verve,66.81,60,4.1,yes,2024-06-05,yes,9.13,3.55
P1586,Wooden Bookshelf,home_decor,lighting,PixelHaus,196.07,399,3.53,yes,2024-11-12,no,12.31,2.91
P1587,Denim Jeans,fashion,men_shirts,Acme,120.56,443,2.43,yes,2023-02-09,yes,19.16,0.38
P1588,Cotton Shirt,fashion,footwear,Zenith,137.14,62,3.31,yes,2024-11-15,no,21.6,0.58
P1589,Dish Soap,groceries,household,PlaySphere,40.94,431,1.91,yes,2023-04-18,no,21.23,0.97
P1590,LED Desk Lamp,home_decor,storage,Natura,107.77,269,3.8,yes,2024-01-17,no,7.77,4.93
P1591,Shampoo Pack,beauty,skincare,Optima,53.79,508,2.73,yes,2024-03-23,yes,12.81,0.23
P1592,Rubik's Cube,toys,action_figures,Natura,66.54,803,3.17,yes,2023-09-08,no,17.2,0.41
P1593,Board Game,toys,puzzles,PlaySphere,94.84,389,3.85,yes,2023-08-11,no,15.69,1.27
P1594,Face Serum,beauty,haircare,Verve,65.81,57,2.37,yes,2024-05-08,yes,19.38,0.49
P1595,Wireless Mouse,electronics,camera,Acme,478.43,425,1.87,yes,2023-03-30,no,15.45,1.53
P1596,Dish Soap,groceries,household,GlowCo,3.6,841,1.34,yes,2023-06-23,yes,2.73,1.38
P1597,Stuffed Animal,toys,educational,GlowCo,46.33,490,3.22,yes,2023-04-12,no,10.74,1.24
P1598,Board Game,toys,action_figures,PixelHaus,10.01,308,2.21,yes,2024-09-28,no,5.38,0.87
P1599,Smartphone,electronics,mobile,Zenith,442.76,193,4.02,yes,2023-01-28,no,21.65,1.61
P1600,Casual Dress,fashion,men_shirts,Natura,49.23,882,2.2,no,2023-09-21,no,0.48,0.85
P1601,Lipstick Set,beauty,skincare,Verve,35.84,173,3.85,no,2024-05-14,no,12.49,0.36
P1602,Fruit Juice,groceries,snacks,Verve,5.41,271,1.91,yes,2024-07-29,yes,3.7,1.51
P1603,Noise Cancelling Headphones,electronics,camera,Verve,496.04,274,1.04,yes,2023-03-01,no,11.18,1.44
P1604,Moisturizer,beauty,makeup,Nova,27.67,438,3.91,yes,2023-08-11,yes,23.72,0.2
P1605,Leather Jacket,fashion,men_shirts,Natura,72.3,810,4.8,yes,2023-06-11,yes,19.69,0.24
P1606,Wall Art Frame,home_decor,storage,PlaySphere,124.56,221,2.73,yes,2023-12-29,yes,19.33,4.7
P1607,Bluetooth Earbuds,electronics,camera,GlowCo,182.69,700,4.38,yes,2023-01-10,no,23.78,0.87
P1608,Dish Soap,groceries,beverages,Nova,24.1,140,2.5,yes,2024-08-15,no,15.79,0.67
P1609,Face Serum,beauty,skincare,UrbanEdge,25.54,361,2.17,yes,2023-01-06,no,21.4,0.45
P1610,Instant Coffee,groceries,household,Acme,46.82,942,4.35,yes,2023-04-01,yes,2.55,1.71
P1611,Denim Jeans,fashion,footwear,PlaySphere,81.87,443,3.46,yes,2024-08-25,no,16.69,0.9
P1612,Rubik's Cube,toys,action_figures,Acme,76.38,953,2.08,no,2023-07-05,no,6.89,0.78
P1613,Storage Rack,home_decor,furniture,Nova,86.04,29,1.5,yes,2023-12-15,yes,0.14,3.19
P1614,Wooden Bookshelf,home_decor,furniture,Natura,163.35,676,4.18,yes,2023-02-24,no,19.34,4.05
P1615,Hair Oil,beauty,skincare,Nova,11.81,951,3.59,yes,2023-04-25,no,16.63,0.73
P1616,Hair Oil,beauty,makeup,Acme,11.46,877,3.78,yes,2023-01-31,no,9.16,0.93
P1617,Stuffed Animal,toys,action_figures,PlaySphere,55.6,275,1.61,yes,2025-01-10,yes,22.58,0.45
P1618,LED Desk Lamp,home_decor,lighting,Natura,155.53,106,2.85,yes,2024-08-22,no,11.12,3.64
P1619,Rubik's Cube,toys,action_figures,Verve,32.44,920,3.69,yes,2024-03-14,no,24.55,1.06
P1620,Organic Oats,groceries,beverages,PixelHaus,36.16,734,3.61,yes,2024-08-23,yes,15.26,2.37
P1621,Noise Cancelling Headphones,electronics,laptop,Natura,439.34,86,3.82,yes,2024-11-29,no,2.2,2.51
P1622,Lego Set,toys,puzzles,Acme,61.18,734,1.14,yes,2024-01-05,yes,17.38,1.79
P1623,Action Figure,toys,puzzles,PixelHaus,22.92,672,4.6,yes,2025-02-01,no,6.64,0.88
P1624,Formal Shoes,fashion,men_shirts,Verve,74.76,661,2.77,yes,2024-01-24,yes,14.05,0.21
P1625,Wall Art Frame,home_decor,lighting,UrbanEdge,79.31,392,3.7,yes,2024-06-20,no,22.84,1.62
P1626,Instant Coffee,groceries,household,Verve,11.95,534,1.06,yes,2024-12-07,no,4.7,1.59
P1627,Dish Soap,groceries,household,Nova,32.7,983,4.54,yes,2025-01-14,no,2.47,2.1
P1628,Hair Oil,beauty,makeup,Nova,65.92,527,1.27,yes,2023-08-26,no,16.65,0.9
P1629,Instant Coffee,groceries,snacks,Natura,3.88,866,3.17,yes,2024-12-06,no,4.65,2.78
P1630,Denim Jeans,fashion,men_shirts,PixelHaus,100.89,170,2.15,yes,2024-07-13,yes,16.51,0.98
P1631,Casual Dress,fashion,footwear,UrbanEdge,82.63,224,3.14,yes,2023-12-14,no,24.4,0.48
P1632,Action Figure,toys,puzzles,Acme,77.89,139,1.76,yes,2023-08-13,no,23.52,0.55
P1633,Moisturizer,beauty,makeup,PixelHaus,10.46,834,3.09,yes,2024-03-21,no,13.03,0.84
P1634,Denim Jeans,fashion,men_shirts,PlaySphere,109.68,534,1.69,yes,2023-09-28,yes,6.77,0.39
P1635,Decorative Vase,home_decor,storage,Verve,51.46,875,1.76,yes,2024-08-26,yes,16.91,1.67
P1636,Wall Art Frame,home_decor,furniture,Zenith,135.33,689,1.11,yes,2024-02-04,no,5.92,1.6
P1637,Casual Dress,fashion,footwear,Verve,112.34,78,4.82,no,2023-09-07,no,3.39,0.5
P1638,Noise Cancelling Headphones,electronics,audio,PixelHaus,333.64,707,3.91,yes,2024-07-25,yes,16.69,2.57
P1639,Face Serum,beauty,makeup,Zenith,14.55,857,2.54,yes,2023-02-02,no,11.82,0.63
P1640,Casual Dress,fashion,footwear,GlowCo,105.21,440,3.2,yes,2024-11-01,no,20.76,1.0
P1641,Portable Speaker,electronics,audio,Verve,389.3,147,1.78,yes,2024-04-10,yes,20.18,1.72
P1642,Shampoo Pack,beauty,makeup,Optima,16.36,862,3.63,yes,2023-08-12,yes,5.28,0.5
P1643,Stuffed Animal,toys,educational,UrbanEdge,58.41,351,1.35,yes,2023-03-08,no,11.21,1.12
P1644,Portable Speaker,electronics,laptop,Verve,460.47,541,4.13,yes,2024-12-15,no,11.81,2.77
P1645,Lego Set,toys,action_figures,Optima,65.7,906,3.39,yes,2024-09-29,no,2.8,1.96
P1646,Cotton Shirt,fashion,women_dresses,Optima,74.06,31,1.27,yes,2023-12-19,no,10.02,0.62
P1647,Action Figure,toys,educational,Zenith,45.4,108,3.04,yes,2024-09-16,yes,19.08,1.04
P1648,Wooden Bookshelf,home_decor,furniture,PixelHaus,166.18,393,2.49,yes,2023-07-14,no,2.83,1.55
P1649,Decorative Vase,home_decor,storage,Verve,42.5,573,3.5,yes,2024-07-02,yes,21.16,2.02
P1650,Casual Dress,fashion,men_shirts,GlowCo,110.66,641,1.18,yes,2023-11-20,no,17.26,0.71
P1651,Formal Shoes,fashion,footwear,PixelHaus,132.45,483,3.46,yes,2024-09-22,yes,21.09,0.38
P1652,Organic Oats,groceries,household,Optima,19.62,796,3.3,yes,2024-10-16,no,5.7,2.71
P1653,Leather Jacket,fashion,footwear,GlowCo,22.27,434,3.27,yes,2024-10-10,no,5.26,0.98
P1654,Face Serum,beauty,haircare,Nova,44.66,61,3.25,yes,2024-12-16,yes,13.3,0.98
P1655,Hair Oil,beauty,haircare,PixelHaus,55.4,916,3.52,yes,2024-12-03,no,9.51,0.57
P1656,Face Serum,beauty,makeup,UrbanEdge,59.45,332,4.03,no,2024-11-20,yes,21.85,0.19
P1657,Cotton Shirt,fashion,women_dresses,Verve,69.31,83,4.0,yes,2024-08-26,yes,9.37,0.76
P1658,Wireless Mouse,electronics,mobile,Optima,479.09,531,2.5,yes,2024-12-21,yes,19.44,2.46
P1659,Noise Cancelling Headphones,electronics,audio,Optima,275.53,287,4.37,yes,2024-07-18,no,17.73,0.92
P1660,Bluetooth Earbuds,electronics,camera,Zenith,317.89,441,2.75,yes,2024-06-08,yes,5.75,2.2
P1661,Moisturizer,beauty,makeup,GlowCo,26.75,267,4.9,yes,2024-05-21,no,24.39,0.21
P1662,Moisturizer,beauty,haircare,UrbanEdge,77.77,148,3.63,no,2024-09-11,no,12.27,0.47
P1663,Energy Drink,groceries,household,Optima,23.77,223,2.65,yes,2023-07-26,no,24.09,1.42
P1664,Leather Jacket,fashion,men_shirts,Acme,84.46,215,3.62,yes,2023-11-16,yes,9.34,0.99
P1665,Noise Cancelling Headphones,electronics,mobile,Acme,305.36,260,1.93,yes,2024-01-18,no,7.44,2.66
P1666,Dish Soap,groceries,household,Nova,29.61,829,2.84,yes,2023-12-04,yes,17.74,2.22
P1667,Storage Rack,home_decor,lighting,Optima,48.73,393,4.53,yes,2023-10-24,yes,11.88,2.61
P1668,Wireless Mouse,electronics,mobile,Natura,447.66,430,1.69,yes,2023-10-30,no,14.11,1.89
P1669,Smartphone,electronics,mobile,UrbanEdge,408.04,619,4.63,yes,2024-07-18,no,23.95,0.87
P1670,Storage Rack,home_decor,furniture,UrbanEdge,190.38,405,4.47,yes,2024-12-20,no,17.2,3.55
P1671,Organic Oats,groceries,household,PlaySphere,21.39,905,4.16,yes,2024-09-26,no,16.46,1.35
P1672,Decorative Vase,home_decor,storage,Zenith,149.08,571,4.02,yes,2024-08-05,yes,21.06,2.22
P1673,Energy Drink,groceries,snacks,Zenith,25.01,425,1.53,yes,2024-04-21,yes,1.63,0.3
P1674,Leather Jacket,fashion,women_dresses,Optima,119.68,432,1.69,yes,2023-11-28,yes,23.17,0.72
P1675,Denim Jeans,fashion,women_dresses,Zenith,111.46,505,2.8,yes,2024-09-02,no,3.17,0.32
P1676,Storage Rack,home_decor,storage,Nova,183.61,369,4.24,yes,2023-08-08,yes,3.97,1.17
P1677,Energy Drink,groceries,snacks,Verve,13.71,549,2.35,yes,2024-12-31,yes,3.22,2.96
P1678,Organic Oats,groceries,household,Natura,36.4,545,4.86,yes,2023-06-18,no,12.89,2.68
P1679,Dish Soap,groceries,beverages,Verve,15.03,584,3.9,no,2024-12-03,yes,12.89,2.04
P1680,Fruit Juice,groceries,beverages,PlaySphere,3.9,697,2.27,yes,2024-04-11,yes,24.07,2.1
P1681,Instant Coffee,groceries,beverages,Zenith,23.56,48,4.88,yes,2024-10-02,no,11.48,2.99
P1682,Wireless Mouse,electronics,laptop,Optima,202.38,919,2.14,yes,2023-03-21,yes,22.09,0.62
P1683,Lipstick Set,beauty,haircare,PixelHaus,55.93,287,1.88,yes,2023-11-06,yes,2.75,0.5
P1684,Dish Soap,groceries,household,PixelHaus,45.41,957,4.84,yes,2023-12-04,yes,19.75,1.9
P1685,Formal Shoes,fashion,men_shirts,Nova,119.79,682,2.77,yes,2024-06-08,no,10.63,0.34
P1686,Storage Rack,home_decor,storage,Optima,59.39,261,1.94,yes,2023-09-01,yes,13.87,3.23
P1687,Formal Shoes,fashion,women_dresses,GlowCo,95.11,118,3.63,no,2024-08-19,no,5.16,0.59
P1688,Dish Soap,groceries,household,Natura,28.77,697,3.22,yes,2024-11-01,no,6.73,0.83
P1689,Stuffed Animal,toys,educational,Nova,22.28,15,2.12,yes,2023-10-08,yes,19.52,0.37
P1690,Decorative Vase,home_decor,lighting,Acme,174.3,434,3.24,yes,2024-11-19,yes,14.17,3.95
P1691,Moisturizer,beauty,skincare,PixelHaus,12.06,886,2.94,yes,2023-02-07,no,18.2,0.14
P1692,Face Serum,beauty,haircare,PixelHaus,66.69,875,1.34,yes,2023-11-17,yes,10.63,0.84
P1693,Casual Dress,fashion,women_dresses,PixelHaus,47.07,765,4.58,yes,2024-08-22,no,4.22,0.88
P1694,Fruit Juice,groceries,beverages,Optima,3.52,612,2.09,yes,2023-09-25,yes,6.23,1.4
P1695,Lego Set,toys,educational,PixelHaus,59.7,772,1.37,yes,2024-02-29,yes,2.26,1.7
P1696,Casual Dress,fashion,footwear,Acme,96.41,350,4.06,yes,2023-08-31,no,21.6,0.23
P1697,Bluetooth Earbuds,electronics,mobile,Optima,239.54,516,1.74,yes,2024-09-16,yes,2.31,2.95
P1698,Casual Dress,fashion,women_dresses,GlowCo,113.4,827,4.56,yes,2023-11-04,yes,11.57,0.86
P1699,Energy Drink,groceries,household,Zenith,4.54,297,1.47,yes,2023-08-23,no,15.23,0.34
P1700,Fruit Juice,groceries,beverages,Verve,20.71,814,4.43,yes,2024-09-30,no,11.81,1.33
P1701,Smartphone,electronics,laptop,GlowCo,475.68,370,2.63,yes,2024-05-06,no,17.56,1.09
P1702,Energy Drink,groceries,snacks,Natura,15.38,117,1.07,yes,2024-12-28,yes,19.82,1.13
P1703,Energy Drink,groceries,beverages,Natura,22.04,80,3.78,yes,2024-01-17,no,14.05,1.25
P1704,Portable Speaker,electronics,camera,Acme,485.95,833,3.13,yes,2023-07-22,no,19.29,2.22
P1705,Wooden Bookshelf,home_decor,storage,Optima,40.74,763,2.65,yes,2025-01-26,yes,20.49,3.17
P1706,Smartphone,electronics,audio,Acme,403.19,242,2.76,yes,2024-05-06,yes,5.21,1.98
P1707,Board Game,toys,educational,Zenith,38.2,15,3.37,yes,2023-02-24,yes,1.94,0.53
P1708,Bluetooth Earbuds,electronics,audio,UrbanEdge,439.17,780,4.84,yes,2023-05-31,no,15.18,1.54
P1709,Leather Jacket,fashion,footwear,PixelHaus,126.47,615,4.9,yes,2023-04-12,yes,2.28,0.47
P1710,Hair Oil,beauty,skincare,Zenith,41.03,246,1.41,yes,2023-05-14,yes,22.4,0.23
P1711,Wooden Bookshelf,home_decor,lighting,Verve,46.96,941,2.35,yes,2023-02-03,yes,2.15,4.2
P1712,Wireless Mouse,electronics,mobile,Natura,234.65,313,1.48,yes,2023-01-14,yes,17.91,0.52
P1713,Energy Drink,groceries,snacks,Nova,3.92,253,1.56,yes,2023-03-23,yes,16.68,1.71
P1714,Lipstick Set,beauty,haircare,Natura,71.07,135,4.18,yes,2024-05-29,yes,12.14,0.5
P1715,Cotton Shirt,fashion,women_dresses,Zenith,37.83,348,3.48,yes,2023-05-20,no,18.21,0.97
P1716,Leather Jacket,fashion,footwear,Zenith,67.84,286,4.4,yes,2024-05-01,yes,8.5,0.33
P1717,Stuffed Animal,toys,action_figures,Optima,47.29,328,3.23,yes,2024-07-08,yes,7.49,0.65
P1718,Moisturizer,beauty,haircare,Nova,65.55,800,1.5,yes,2023-11-12,no,24.81,0.19
P1719,Face Serum,beauty,skincare,GlowCo,33.41,571,4.98,yes,2023-08-22,yes,23.03,0.31
P1720,Cotton Shirt,fashion,men_shirts,PixelHaus,106.03,186,3.28,yes,2023-11-27,no,6.08,0.64
P1721,Casual Dress,fashion,women_dresses,PlaySphere,129.14,155,1.56,yes,2024-04-22,yes,10.5,0.6
P1722,Wooden Bookshelf,home_decor,furniture,GlowCo,64.13,909,3.32,yes,2023-04-13,yes,14.42,1.29
P1723,Denim Jeans,fashion,men_shirts,Natura,66.83,375,3.03,yes,2024-07-17,yes,10.79,0.44
P1724,Bluetooth Earbuds,electronics,camera,GlowCo,265.72,885,2.23,yes,2024-05-05,no,1.3,2.62
P1725,Dish Soap,groceries,household,Natura,13.42,644,3.9,yes,2024-11-24,yes,17.47,0.52
P1726,Denim Jeans,fashion,men_shirts,Verve,25.39,226,3.01,yes,2025-01-08,no,24.55,0.89
P1727,Organic Oats,groceries,beverages,PixelHaus,33.38,677,4.5,yes,2024-06-10,no,22.73,2.36
P1728,Face Serum,beauty,makeup,Zenith,29.36,343,3.39,yes,2023-09-30,yes,11.24,0.16
P1729,Decorative Vase,home_decor,storage,UrbanEdge,189.96,997,2.1,yes,2024-03-26,yes,9.44,1.28
P1730,Formal Shoes,fashion,women_dresses,GlowCo,79.94,999,3.03,yes,2024-04-16,yes,7.43,0.87
P1731,Energy Drink,groceries,household,Verve,10.18,887,2.62,yes,2023-06-07,no,18.21,1.92
P1732,Moisturizer,beauty,skincare,PixelHaus,77.92,286,4.5,yes,2023-09-06,no,13.1,0.58
P1733,Lego Set,toys,action_figures,UrbanEdge,36.6,724,2.65,yes,2023-08-25,yes,17.61,1.15
P1734,Cotton Shirt,fashion,women_dresses,Verve,83.81,627,4.04,yes,2023-09-11,yes,10.65,0.67
P1735,Casual Dress,fashion,women_dresses,Acme,61.63,808,4.95,yes,2024-10-06,no,2.11,0.8
P1736,Noise Cancelling Headphones,electronics,audio,Optima,270.36,141,2.19,yes,2023-07-03,yes,20.39,2.68
P1737,Casual Dress,fashion,footwear,Nova,148.31,177,1.37,yes,2024-09-28,yes,23.23,0.21
P1738,Energy Drink,groceries,household,GlowCo,20.4,138,3.86,yes,2023-09-03,no,2.12,1.97
P1739,Noise Cancelling Headphones,electronics,camera,Acme,188.06,340,2.79,yes,2024-12-30,yes,23.36,2.78
P1740,Wall Art Frame,home_decor,storage,UrbanEdge,194.97,781,2.56,yes,2024-03-12,no,13.27,2.73
P1741,Moisturizer,beauty,skincare,PixelHaus,67.9,652,3.87,yes,2024-01-23,yes,9.97,0.38
P1742,Casual Dress,fashion,men_shirts,PixelHaus,110.44,656,4.09,yes,2023-06-26,no,17.54,0.42
P1743,LED Desk Lamp,home_decor,storage,Optima,70.89,419,1.74,yes,2023-08-16,no,3.11,2.54
P1744,Bluetooth Earbuds,electronics,laptop,Acme,349.99,769,2.21,yes,2024-11-22,no,20.37,1.43
P1745,Leather Jacket,fashion,women_dresses,Acme,117.01,744,1.01,no,2023-05-31,yes,12.16,0.82
